species
Abarema macradenia
Centrostegia thurberi
Cephalanthera austiniae
Cephalanthus occidentalis
Cephalanthus salicifolius
Cephalocereus apicicephalium
Cephalocereus columna-trajani
Cephalotaxus harringtonia
Cephaloziella divaricata
Ceramium codicola
Ceramium gardneri
Ceramium pacificum
Ceramium rubrum
Ceramium virgatum
Cerastium alpinum
Cerastium arcticum
Cerastium arvense
Cerastium beeringianum
Cerastium brachypetalum
Cerastium brachypodum
Cerastium fontanum
Cerastium glomeratum
Cerastium maximum
Cerastium nutans
Cerastium pumilum
Cerastium regelii
Cerastium semidecandrum
Cerastium texanum
Cerastium tolucense
Cerastium tomentosum
Cerastium velutinum
Cerastium viride
Ceratiola ericoides
Ceratocephala orthoceras
Ceratodon purpureus
Ceratonia siliqua
Ceratophyllum demersum
Ceratophyllum echinatum
Ceratopteris pteridoides
Ceratopteris thalictroides
Ceratostigma plumbaginoides
Ceratozamia hondurensis
Cercidiphyllum japonicum
Cercidium floridum
Cercidium macrum
Cercidium microphyllum
Cercidium texanum
Cercis canadensis
Cercis occidentalis
Cercis siliquastrum
Cercocarpus fothergilloides
Cercocarpus intricatus
Cercocarpus ledifolius
Cercocarpus macrophyllus
Cercocarpus montanus
Cereus fernambucensis
Cereus forbesii
Cereus hexagonus
Cereus hildmannianus
Cereus jamacaru
Cereus repandus
Cerinthe major
Ceropegia gigantea
Ceropegia mixta
Ceropegia schweinfurthii
Cespedesia spathulata
Cestrum aurantiacum
Cestrum citrifolium
Cestrum diurnum
Cestrum fasciculatum
Cestrum fulvescens
Cestrum glanduliferum
Cestrum guatemalense
Cestrum irazuense
Cestrum laevigatum
Cestrum nocturnum
Cestrum oblongifolium
Cestrum parqui
Cestrum racemosum
Cestrum roseum
Cestrum schlechtendalii
Cestrum thyrsoideum
Cestrum tomentosum
Cevallia sinuata
Chaenactis alpigena
Chaenactis artemisiifolia
Chaenactis carphoclinia
Chaenactis cusickii
Chaenactis douglasii
Chaenactis fremontii
Chaenactis glabriuscula
Chaenactis lacera
Chaenactis macrantha
Chaenactis nevadensis
Chaenactis parishii
Chaenactis santolinoides
Chaenactis stevioides
Chaenactis xantiana
Chaenomeles japonica
Chaenomeles speciosa
Chaenorhinum minus
Chaerophyllum procumbens
Chaerophyllum tainturieri
Chaerophyllum temulum
Chaetadelpha wheeleri
Chaetomorpha antennina
Chaetomorpha ligustica
Chaetomorpha linum
Chaetomorpha melagonium
Chaetomorpha spiralis
Chaetopappa asteroides
Chaetopappa bellidifolia
Chaetopappa bellioides
Chaetopappa effusa
Chaetopappa ericoides
Chaetophora incrassata
Chaetymenia peduncularis
Chaiturus marrubiastrum
Chamaebatia australis
Chamaebatia foliolosa
Chamaebatiaria millefolium
Chamaechaenactis scaposa
Chamaecrista chamaecristoides
Chamaecrista deeringiana
Chamaecrista desvauxii
Chamaecrista diphylla
Chamaecrista fasciculata
Chamaecrista glandulosa
Chamaecrista greggii
Chamaecrista hispidula
Chamaecrista kunthiana
Chamaecrista lineata
Chamaecrista nictitans
Chamaecrista rotundifolia
Chamaecrista rufa
Chamaecrista serpens
Chamaecyparis lawsoniana
Chamaecyparis obtusa
Chamaecyparis pisifera
Chamaecyparis thyoides
Chamaedaphne calyculata
Chamaedorea costaricana
Chamaedorea deckeriana
Chamaedorea elegans
Chamaedorea ernesti-augusti
Chamaedorea geonomiformis
Chamaedorea neurochlamys
Chamaedorea pinnatifrons
Chamaedorea radicalis
Chamaedorea schippii
Chamaedorea seifrizii
Chamaedorea tepejilote
Chamaelirium luteum
Chamaerhodos erecta
Chamaerops humilis
Chamaesaracha coniodes
Chamaesaracha coronopus
Chamaesaracha edwardsiana
Chamaesaracha pallida
Chamaesaracha sordida
Chamaesaracha villosa
Chamaescilla corymbosa
Chamissoa altissima
Champia parvula
Chapmannia floridana
Chaptalia albicans
Chaptalia nutans
Chaptalia texana
Chaptalia tomentosa
Chaptalia transiliens
Chara hornemannii
Chara virgata
Chara vulgaris
Chara zeylanica
Charianthus purpureus
Chascolytrum subaristatum
Chasmanthe bicolor
Chasmanthe floribunda
Chasmanthium latifolium
Chasmanthium laxum
Chasmanthium nitidum
Chasmanthium ornithorhynchum
Cheilanthes leucopoda
Cheilanthes lozanoi
Cheiloplecton rigidum
Cheiroglossa palmata
Chelidonium majus
Chelonanthus alatus
Chelone glabra
Chelone lyonii
Chelone obliqua
Chenopodiastrum hybridum
Chenopodiastrum murale
Chenopodiastrum simplex
Chenopodium album
Chenopodium atrovirens
Chenopodium berlandieri
Chenopodium desiccatum
Chenopodium ficifolium
Chenopodium fremontii
Chenopodium giganteum
Chenopodium incanum
Chenopodium leptophyllum
Chenopodium pratericola
Chenopodium watsonii
Cherleria arctica
Cherleria biflora
Cherleria obtusiloba
Chilopsis linearis
Chiloscyphus polyanthos
Chimaphila maculata
Chimaphila menziesii
Chimaphila umbellata
Chimarrhis cymosa
Chimarrhis parviflora
Chiococca alba
Chiococca filipes
Chiococca motleyana
Chiococca pachyphylla
Chiococca phaenostemon
Chionanthus domingensis
Chionanthus retusus
Chionanthus virginicus
Chionolaena lavandulifolia
Chionolaena salicifolia
Chionophila jamesii
Chionophila tweedyi
Chiranthodendron pentadactylon
Chiropetalum schiedeanum
Chlamydomonas nivalis
Chloracantha spinosa
Chloracantha spinosissima
Chloris barbata
Chloris cucullata
Chloris gayana
Chloris subdolichostachya
Chloris submutica
Chloris texensis
Chloris verticillata
Chloris virgata
Chlorogalum angustifolium
Chlorogalum parviflorum
Chlorogalum pomeridianum
Chlorogonium elongatum
Chloroleucon mangense
Chlorophytum comosum
Chlorophytum laxum
Chloropyron maritimum
Chloropyron tecopense
Choisya dumosa
Choisya ternata
Chondracanthus canaliculatus
Chondracanthus chamissoi
Chondracanthus corymbiferus
Chondracanthus exasperatus
Chondracanthus spinosus
Chondria acrorhizophora
Chondria dasyphylla
Chondrilla juncea
Chondrus crispus
Chorispora tenella
Chorizanthe angustifolia
Chorizanthe brevicornu
Chorizanthe corrugata
Chorizanthe cuspidata
Chorizanthe diffusa
Chorizanthe fimbriata
Chorizanthe membranacea
Chorizanthe minutiflora
Chorizanthe polygonoides
Chorizanthe procumbens
Chorizanthe pungens
Chorizanthe rigida
Chorizanthe rosulenta
Chorizanthe staticoides
Chorizanthe uniaristata
Chorizanthe watsonii
Christella augescens
Christella dentata
Christella grandis
Christella normalis
Christella ovata
Christella parasitica
Christella puberula
Christella quadrangularis
Chromolaena bigelovii
Chromolaena collina
Chromolaena glaberrima
Chromolaena ivifolia
Chromolaena odorata
Chromolaena ovaliflora
Chromolaena pulchella
Chromolaena sagittata
Chrysactinia mexicana
Chrysactinia pinnata
Chrysanthellum integrifolium
Chrysanthemum morifolium
Chrysobalanus icaco
Chrysochlamys nicaraguensis
Chrysocoma ciliata
Chrysogonum virginianum
Chrysolepis chrysophylla
Chrysolepis sempervirens
Chrysoma pauciflosculosa
Chrysophyllum cainito
Chrysophyllum mexicanum
Chrysopogon pauciflorus
Chrysopogon zizanioides
Chrysopsis floridana
Chrysopsis godfreyi
Chrysopsis gossypina
Chrysopsis mariana
Chrysopsis scabrella
Chrysopsis subulata
Chrysosplenium alternifolium
Chrysosplenium americanum
Chrysosplenium glechomifolium
Chrysosplenium tetrandrum
Chrysosplenium wrightii
Chrysothamnus greenei
Chrysothamnus viscidiflorus
Chrysothemis friedrichsthaliana
Chrysothemis panamensis
Chrysothemis pulchella
Chusquea bilimekii
Chusquea circinata
Chusquea coronalis
Chusquea longifolia
Chylismia arenaria
Chylismia brevipes
Chylismia cardiophylla
Chylismia claviformis
Chylismia heterochroma
Chylismia multijuga
Chylismia munzii
Chylismia scapoidea
Chylismia walkeri
Chylismiella pterosperma
Cibotium menziesii
Cibotium regale
Cicer arietinum
Cichorium intybus
Cicuta bulbifera
Cicuta douglasii
Cicuta maculata
Cicuta virosa
Cienfuegosia drummondii
Cienfuegosia yucatanensis
Cinna arundinacea
Cinna latifolia
Cinnamomum camphora
Cinnamomum verum
Cionosicys excisus
Cionosicys macranthus
Cipura campanulata
Circaea alpina
Circaea canadensis
Circaea lutetiana
Cirsium acrolepis
Cirsium altissimum
Cirsium anartiolepis
Cirsium andersonii
Cirsium arizonicum
Cirsium arvense
Cirsium brevifolium
Cirsium brevistylum
Cirsium canescens
Cirsium carolinianum
Cirsium clavatum
Cirsium cymosum
Cirsium discolor
Cirsium douglasii
Cirsium drummondii
Cirsium eatonii
Cirsium edule
Cirsium ehrenbergii
Cirsium engelmannii
Cirsium flodmanii
Cirsium fontinale
Cirsium grahamii
Cirsium hookerianum
Cirsium horridulum
Cirsium inamoenum
Cirsium lecontei
Cirsium mexicanum
Cirsium mohavense
Cirsium muticum
Cirsium neomexicanum
Cirsium nivale
Cirsium nuttalii
Cirsium occidentale
Cirsium ochrocentrum
Cirsium palustre
Cirsium parryi
Cirsium pinetorum
Cirsium pringlei
Cirsium pumilum
Cirsium quercetorum
Cirsium remotifolium
Cirsium repandum
Cirsium rhaphilepis
Cirsium scariosum
Cirsium subcoriaceum
Cirsium subuliforme
Cirsium texanum
Cirsium tracyi
Cirsium undulatum
Cirsium vulgare
Cirsium wheeleri
Cissampelos pareira
Cissus alata
Cissus biformifolia
Cissus cacuminis
Cissus erosa
Cissus mexicana
Cissus microcarpa
Cissus tiliacea
Cissus trianae
Cissus trifoliata
Cissus verticillata
Cistanthe ambigua
Cistanthe maritima
Cistanthe monandra
Cistanthe monosperma
Cistanthe parryi
Cistanthe quadripetala
Cistanthe rosea
Cistanthe umbellata
Cistus albidus
Cistus creticus
Cistus incanus
Cistus ladanifer
Cistus monspeliensis
Cistus purpureus
Cistus salviifolius
Cistus skanbergii
Citharexylum affine
Citharexylum altamiranum
Citharexylum berlandieri
Citharexylum brachyanthum
Citharexylum caudatum
Citharexylum donnell-smithii
Citharexylum ellipticum
Citharexylum flabellifolium
Citharexylum lycioides
Citharexylum mocinni
Citharexylum spinosum
Citharexylum tetramerum
Citrullus colocynthis
Citrullus lanatus
Citrus aurantiifolia
Citrus aurantium
Citrus grandis
Citrus hystrix
Citrus japonica
Citrus latifolia
Citrus limon
Citrus medica
Citrus reticulata
Citrus trifoliata
Cladium mariscoides
Cladium mariscus
Cladocolea loniceroides
Cladocolea pringlei
Cladophora columbiana
Cladophora graminea
Cladophora microcladioides
Cladophora rupestris
Cladrastis kentukea
Claopodium bolanderi
Claopodium crispifolium
Claopodium whippleanum
Clarkia affinis
Clarkia amoena
Clarkia arcuata
Clarkia biloba
Clarkia bottae
Clarkia concinna
Clarkia cylindrica
Clarkia dudleyana
Clarkia epilobioides
Clarkia gracilis
Clarkia heterandra
Clarkia lassenensis
Clarkia modesta
Clarkia pulchella
Clarkia purpurea
Clarkia rhomboidea
Clarkia rubicunda
Clarkia similis
Clarkia speciosa
Clarkia tenella
Clarkia unguiculata
Clarkia xantiana
Clasmatodon parvulus
Clathromorphum parcum
Clavija costaricana
Clavija domingensis
Claytonia arenicola
Claytonia arkansana
Claytonia caroliniana
Claytonia cordifolia
Claytonia exigua
Claytonia gypsophiloides
Claytonia lanceolata
Claytonia megarhiza
Claytonia nevadensis
Claytonia panamintensis
Claytonia parviflora
Claytonia peirsonii
Claytonia perfoliata
Claytonia rosea
Claytonia rubra
Claytonia sarmentosa
Claytonia saxosa
Claytonia serpenticola
Claytonia sibirica
Claytonia tuberosa
Claytonia umbellata
Claytonia virginica
Claytosmunda claytoniana
Cleidion castaneifolium
Cleistesiopsis bifaria
Cleistesiopsis divaricata
Cleistesiopsis oricamporum
Clematis acapulcensis
Clematis addisonii
Clematis albicoma
Clematis alpina
Clematis baldwinii
Clematis carrizoensis
Clematis catesbyana
Clematis coactilis
Clematis columbiana
Clematis crispa
Clematis dioica
Clematis drummondii
Clematis forsteri
Clematis fremontii
Clematis glaucophylla
Clematis hirsutissima
Clematis jackmanii
Clematis japonica
Clematis lasiantha
Clematis ligusticifolia
Clematis montana
Clematis occidentalis
Clematis ochroleuca
Clematis orientalis
Clematis pauciflora
Clematis pitcheri
Clematis reticulata
Clematis tangutica
Clematis terniflora
Clematis texensis
Clematis versicolor
Clematis vinacea
Clematis viorna
Clematis virginiana
Clematis vitalba
Clematis viticaulis
Cleome guaranitica
Cleome spinosa
Cleomella arborea
Cleomella hillmanii
Cleomella jonesii
Cleomella longipes
Cleomella lutea
Cleomella obtusifolia
Cleomella oxystyloides
Cleomella palmeri
Cleomella palmeriana
Cleomella parviflora
Cleomella platycarpa
Cleomella plocasperma
Cleomella refracta
Cleomella serrulata
Cleomella sparsifolia
Cleoserrata serrata
Cleoserrata speciosa
Clerodendrum buchananii
Clerodendrum bungei
Clerodendrum chinense
Clerodendrum indicum
Clerodendrum paniculatum
Clerodendrum quadriloculare
Clerodendrum speciosissimum
Clerodendrum speciosum
Clerodendrum thomsoniae
Clerodendrum trichotomum
Clethra acuminata
Clethra alnifolia
Clethra fragrans
Clethra hartwegii
Clethra mexicana
Clethra occidentalis
Clethra purpusii
Clethra rosei
Clethra suaveolens
Cleyera theaeoides
Cleyera theoides
Clibadium erosum
Clidemia capitellata
Clidemia ciliata
Clidemia dentata
Clidemia eggersii
Clidemia globuliflora
Clidemia gracilis
Clidemia hirta
Clidemia laxiflora
Clidemia matudae
Clidemia octona
Clidemia petiolaris
Clidemia rubra
Clidemia sericea
Clidemia setosa
Clidemia spectabilis
Clidemia submontana
Cliftonia monophylla
Climacium americanum
Climacium dendroides
Clinopodium acinos
Clinopodium arkansanum
Clinopodium ashei
Clinopodium brownei
Clinopodium carolinianum
Clinopodium coccineum
Clinopodium dentatum
Clinopodium glabellum
Clinopodium gracile
Clinopodium macrostemum
Clinopodium menthifolium
Clinopodium mexicanum
Clinopodium nepeta
Clinopodium selerianum
Clinopodium vimineum
Clinopodium vulgare
Clintonia andrewsiana
Clintonia borealis
Clintonia umbellulata
Clintonia uniflora
Clitoria fairchildiana
Clitoria javitensis
Clitoria mariana
Clitoria monticola
Clitoria polystachya
Clitoria ternatea
Clitoria triflora
Clivia miniata
Closteriopsis longissima
Closterium acerosum
Closterium aciculare
Closterium angustatum
Closterium dianae
Closterium ehrenbergii
Closterium gracile
Closterium intermedium
Closterium kuetzingii
Closterium lanceolatum
Closterium lunula
Closterium moniliferum
Closterium rostratum
Closterium setaceum
Closterium striolatum
Closterium venus
Clowesia dodsoniana
Clowesia russelliana
Clusia guatemalensis
Clusia gundlachii
Clusia major
Clusia minor
Clusia palmicida
Clusia quadrangula
Clusia rosea
Clusia salvinii
Clusia uvitana
Cneoridium dumosum
Cnestidium rufescens
Cnidium cnidiifolium
Cnidoscolus aconitifolius
Cnidoscolus angustidens
Cnidoscolus egregius
Cnidoscolus elasticus
Cnidoscolus maculatus
Cnidoscolus megacanthus
Cnidoscolus multilobus
Cnidoscolus palmeri
Cnidoscolus rostratus
Cnidoscolus rotundifolius
Cnidoscolus souzae
Cnidoscolus spinosus
Cnidoscolus tehuacanensis
Cnidoscolus tepiquensis
Cnidoscolus texanus
Cnidoscolus tubulosus
Cnidoscolus urens
Cobaea aschersoniana
Cobaea lutea
Cobaea pringlei
Cobaea scandens
Cobaea stipularis
Coccinia grandis
Coccocypselum cordifolium
Coccocypselum guianense
Coccocypselum herbaceum
Coccocypselum hirsutum
Coccocypselum hispidulum
Coccoloba acapulcensis
Coccoloba armata
Coccoloba barbadensis
Coccoloba caracasana
Coccoloba diversifolia
Coccoloba floresii
Coccoloba goldmanii
Coccoloba hybrida
Coccoloba jimenezii
Coccoloba liebmannii
Coccoloba manzinellensis
Coccoloba microstachya
Coccoloba montana
Coccoloba pubescens
Coccoloba pyrifolia
Coccoloba sintenisii
Coccoloba spicata
Coccoloba swartzii
Coccoloba tuerckheimii
Coccoloba uvifera
Coccoloba venosa
Coccothrinax alta
Coccothrinax argentata
Coccothrinax argentea
Coccothrinax boschiana
Coccothrinax fragrans
Coccothrinax jamaicensis
Cocculus carolinus
Cocculus diversifolius
Cocculus laurifolius
Cocculus orbiculatus
Cochlearia groenlandica
Cochlearia officinalis
Cochlearia tridactylites
Cochlidium serrulatum
Cochliostema odoratissimum
Cochlospermum gonzalezii
Cochlospermum palmatifidum
Cochlospermum vitifolium
Cochlospermum wrightii
Cocos nucifera
Codiaeum variegatum
Codium fragile
Codium ritteri
Codium setchellii
Codonanthe crassifolia
Codriophorus mollis
Coelastrum cambricum
Coelia bella
Coelia densiflora
Coelia guatemalensis
Coelia macrostachya
Coenoemersa limosa
Coffea arabica
Coincya monensis
Coix lacryma-jobi
Cojoba arborea
Cojoba catenata
Cojoba graciliflora
Cojoba rufescens
Cola acuminata
Colchicum autumnale
Colchicum speciosum
Coleataenia anceps
Coleataenia longifolia
Coleataenia rigidula
Coleataenia tenera
Coleogyne ramosissima
Coleonema album
Coleonema pulchellum
Coleus amboinicus
Coleus scutellarioides
Collinsia bartsiifolia
Collinsia callosa
Collinsia childii
Collinsia concolor
Collinsia grandiflora
Collinsia greenei
Collinsia heterophylla
Collinsia linearis
Collinsia parryi
Collinsia parviflora
Collinsia rattanii
Collinsia sparsiflora
Collinsia tinctoria
Collinsia torreyi
Collinsia verna
Collinsia violacea
Collinsonia anisata
Collinsonia canadensis
Collinsonia punctata
Collinsonia verticillata
Collomia grandiflora
Collomia heterophylla
Collomia linearis
Collomia mazama
Collomia tenella
Collomia tinctoria
Collomiastrum debile
Colocasia esculenta
Cologania angustifolia
Cologania biloba
Cologania broussonetii
Cologania obovata
Cololejeunea cardiocarpa
Colpothrinax aphanopetala
Colubrina arborescens
Colubrina asiatica
Colubrina californica
Colubrina celtidifolia
Colubrina cubensis
Colubrina greggii
Colubrina heteroneura
Colubrina texensis
Colubrina triflora
Colubrina viridis
Columbiadoria hallii
Columnea ambigua
Columnea consanguinea
Columnea dissimilis
Columnea domingensis
Columnea erythrophaea
Columnea flaccida
Columnea hirta
Columnea lepidocaulis
Columnea linearis
Columnea magnifica
Columnea microcalyx
Columnea nicaraguensis
Columnea polyantha
Columnea purpurata
Columnea scandens
Columnea schiedeana
Columnea strigosa
Columnea sulfurea
Colutea arborescens
Colvillea racemosa
Comandra umbellata
Comarostaphylis arbutoides
Comarostaphylis discolor
Comarostaphylis diversifolia
Comarostaphylis glaucescens
Comarostaphylis longifolia
Comarostaphylis polifolia
Comarum palustre
Combretum cacoucia
Combretum farinosum
Combretum fruticosum
Combretum grandiflorum
Combretum indicum
Combretum laxum
Commelina benghalensis
Commelina caroliniana
Commelina communis
Commelina congestipantha
Commelina dianthifolia
Commelina diffusa
